keys,uz,tr,en
"ep.ep028.synopsis","Anadoluda to'qqiz paiza egasi bor - mo'g'ul josuslari. Tarmoqni tuzing: xato xulosa begunohni o'ldiradi.","Anadolu'da dokuz paiza sahibi var: Moğol casusları. Ağı kurun, çünkü yanlış bir sonuç masumu öldürür.","Nine paiza holders operate in Anatolia - Mongol agents. Map the network; a wrong link kills an innocent."
"ep.ep028.intro","Bozorda savdogar tanga uzatadi va yengidan oltin plastinka ko'rinadi. U sizning ko'rganingizni ko'radi.","Çarşıda bir tüccar sikke uzatır ve yeninden altın bir levha görünür. O, gördüğünüzü görür.","In the market a trader hands you a coin and a gold plaque slips from his sleeve. He sees that you saw."
"ep.ep028.cliffhanger","Oxirgi paiza egasi saroyda ekan. Va u sizning juda eski tanishingiz bo'lib chiqadi.","Son paiza sahibi sarayda çıkar. Ve o, sizin çok eski bir tanıdığınız.","The last paiza holder turns out to be in the palace. And he is a very old acquaintance of yours."
"ep.ep029.title","Nerge","Nerge","Nerge"
"ep.ep029.synopsis","Oltmish mo'g'ul chavandozi dashtda doira quradi va toraytiradi. Chiqish yo'li jangda emas, zaif nuqtada.","Altmış Moğol atlısı bozkırda bir çember kurar ve onu daraltır. Çıkış savaşta değil, zayıf noktadadır.","Sixty Mongol riders form a circle on the steppe and tighten it. The way out is a weak point, not a fight."
"ep.ep029.intro","Ufqda bir chavandoz, keyin o'nta. Orqangizga qaraysiz - u yerda ham bor. Chapda ham, o'ngda ham.","Ufukta bir atlı, sonra on tane. Arkanıza bakarsınız - orada da var. Solda da, sağda da.","One rider on the horizon, then ten. You look back - they are there too. Left and right as well."
"ep.ep029.cliffhanger","Doiradan chiqasiz, sizni hech kim quvmaydi. Bir chavandoz to'xtab qo'l ko'taradi: Ko'rdim.","Çemberden çıkarsınız, kimse peşinize düşmez. Bir atlı durup elini kaldırır: Gördüm.","You break the circle and no one gives chase. One rider halts and raises his hand: I have seen you."
"ep.ep030.title","Erzurum devorlari","Erzurum surları","The Walls of Erzurum"
"ep.ep030.synopsis","Erzurum devorlarida olti sektor, cheklangan resurs va mo'g'ullarning birinchi qamal mashinalari kutadi.","Erzurum surlarında sizi altı sektör, kısıtlı kaynaklar ve Moğolların ilk kuşatma makineleri bekliyor.","Six sectors on the walls of Erzurum, scarce resources, and the first Mongol siege engines await you."
"ep.ep030.intro","Devorga chap qo'lda tosh ko'tarib chiqasiz. Shahar tayyorlanmoqda, bolalar ham tosh tashiydi.","Sura sol elinizle taş taşıyarak çıkarsınız. Şehir hazırlanıyor, çocuklar bile taş taşıyor.","You carry stone up the wall with your left hand. The city prepares; even the children haul rubble."
"ep.ep030.cliffhanger","To'lqin chekindi, lekin ular ketmadi - kutyapti. Ufqda yangi tug': to'qqiz dumli oq bayroq.","Dalga geri çekildi ama gitmediler - bekliyorlar. Ufukta yeni bir tuğ: dokuz tuğlu ak sancak.","The wave pulled back, but they did not leave - they wait. On the horizon: the nine-tailed white standard."
"ep.ep031.title","Oq plash, qora bulut","Beyaz pelerin, kara bulut","White Cloak, Black Cloud"
"ep.ep031.synopsis","O'n uch yildan keyin Bagrasga mehmon sifatida qaytasiz. Titus qarigan va uning kaftida ham teshik bor.","On üç yıl sonra Bağras'a misafir olarak dönersiniz. Titus yaşlanmış ve onun avucunda da bir delik var.","Thirteen years on you return to Bagras as a guest. Titus has aged, and his palm bears the same hole."
"ep.ep031.intro","O'sha suv darvozasi, o'sha hovli - lekin bu safar siz dushman emas, mehmonsiz.","Aynı su kapısı, aynı avlu - ama bu kez düşman değil, misafirsiniz.","The same water gate, the same courtyard - but this time you come as a guest, not an enemy."
"ep.ep031.cliffhanger","Chopar keladi: Sulton butun qo'shinni Sivasda yig'yapti. Mo'g'ullarga qarshi. Hamma keladi.","Haberci gelir: Sultan bütün orduyu Sivas'ta topluyor. Moğollara karşı. Herkes geliyor.","A rider arrives: The sultan is massing the whole army at Sivas. Against the Mongols. Everyone is coming."
"ep.ep032.title","Noyan","Noyan","Noyan"
"ep.ep032.synopsis","Paiza bilan qirq ming kishilik mo'g'ul lageriga kirasiz va haqiqatni ko'rasiz: bu to'da emas, bu - davlat.","Paizayla kırk bin kişilik Moğol ordugahına girersiniz ve görürsünüz: bu bir çete değil, bir devlettir.","With a paiza you walk into a Mongol camp of forty thousand and see the truth: not a horde, but a state."
"ep.ep032.intro","Lager ichida erkin yurasiz: temirxona, kasalxona, xitoy muhandislari, uyg'ur kotiblar, qozi va ruhoniy.","Ordugahta serbestçe dolaşırsınız: demirhane, hastane, Çinli mühendisler, Uygur katipler, kadı ve papaz.","You move freely through the camp: a forge, a hospital, Chinese engineers, Uyghur scribes, a qadi, a priest."
"ep.ep032.cliffhanger","Noyan ortingizdan aytadi: Bir yildan keyin men Sivasda bo'laman. Sen ham kel. Men shakallarni sanayman.","Noyan arkanızdan söyler: Bir yıl sonra Sivas'ta olacağım. Sen de gel. Ben çakalları sayarım.","Noyan calls after him: In a year I will be at Sivas. Come too. I am the one who counts the jackals."
"ep.ep033.title","Sivas kengashi","Sivas divanı","The Council of Sivas"
"ep.ep033.synopsis","Qirq amir bitta chodirda jang rejasini tuzadi. Sizning ikki taklifingiz Köse Dağda haqiqatan bajariladi.","Kırk emir tek bir çadırda savaş planı kurar. Sizin iki öneriniz Köse Dağ'da gerçekten uygulamaya konacak.","Forty emirs plan the battle in one tent. Two of your proposals will truly be carried out at Kose Dag."
"ep.ep033.intro","Katta chodir, stol ustida xarita, qirq amir. Hammasini eshitishingiz yoki chiqib ketishingiz mumkin.","Büyük çadır, masada harita, kırk emir. Hepsini dinleyebilir ya da çıkıp gidebilirsiniz.","A great tent, a map on the table, forty emirs. You may hear them all out, or simply walk away."
"ep.ep033.cliffhanger","Keyxusrav II: Biz ularni sonimiz bilan bosamiz. Ertug'rul o'ziga: U hech qachon mo'g'ul ko'rmagan.","İkinci Keyhüsrev: Onları sayımızla ezeriz. Ertuğrul içinden: O hiç Moğol görmemiş.","Kaykhusraw II: We will crush them with numbers. Ertugrul, to himself: He has never seen a Mongol."
"ep.ep034.title","Oxirgi tinch kun","Son sakin gün","The Last Quiet Day"
"ep.ep034.synopsis","Jang oldidan oxirgi tinch kecha: qurol charxlanadi, vasiyat yoziladi, har alpdan kechirim so'raladi.","Savaştan önceki son sakin gece: silahlar bilenir, vasiyetler yazılır ve her alpten helallik istenir.","The last quiet evening before battle: blades are honed, wills are written, and pardons asked of every alp."
"ep.ep034.intro","Lager, kechqurun, musiqa yo'q. Har alp bilan gaplashishingiz mumkin - eng oxirgi marta.","Kamp, akşam vakti, müzik yok. Her alple konuşabilirsiniz - en son kez.","The camp at evening, no music. You may speak with every alp - for the very last time."
"ep.ep034.cliffhanger","Tong otadi va nog'ora uriladi. Boshqa hech narsa aytilmaydi - hamma nima bo'lishini biladi.","Şafak söker ve davul vurulur. Başka bir şey söylenmez - herkes ne olacağını biliyor.","Dawn breaks and the drums begin. Nothing more is said - everyone knows what comes next."
"ep.ep035.title","Köse Dağ","Köse Dağ","Kose Dag"
"ep.ep035.synopsis","26-iyun 1243: sakson ming saljuqiy o'ttiz ming mo'g'ulga qarshi. Siz yutolmaysiz, faqat omon qolasiz.","26 Haziran 1243: seksen bin Selçuklu, otuz bin Moğol'a karşı. Kazanamazsınız, sadece hayatta kalırsınız.","26 June 1243: eighty thousand Seljuks against thirty thousand Mongols. You cannot win, only survive."
"ep.ep035.intro","Tumanda safda turasiz. Tuman ko'tariladi va ro'parada atigi o'ttiz ming kishi ko'rinadi.","Sisin içinde safta durursunuz. Sis kalkar ve karşıda yalnızca otuz bin kişi görünür.","You stand in the line in fog. The fog lifts and only thirty thousand men face you."
"ep.ep035.cliffhanger","Kechqurun maydon jasadga to'la. Siz yurasiz va ko'rasiz: Noyan otda, daftarga yozib turibdi.","Akşam meydan cesetlerle dolu. Yürürsünüz ve görürsünüz: Noyan at üstünde, deftere yazıyor.","By evening the field is full of dead. You walk, and you see Noyan on horseback, writing in a ledger."
"ep.ep036.title","Sanoq","Sayım","The Count"
"ep.ep036.synopsis","Asirlar navbatida bitta savol beriladi: Hunaring nima? Rost javob o'lim, yolg'on javob qullik degani.","Esirler sırasında tek bir soru sorulur: Zanaatın ne? Doğru cevap ölüm, yalan cevap kölelik demektir.","One question in the line of captives: What is your trade? The truth means death, a lie means slavery."
"ep.ep036.intro","Qo'llaringiz bog'langan, uzun navbatdasiz. Temirchi chapga, jangchi o'ngga ajratiladi.","Elleriniz bağlı, uzun bir sıradasınız. Demirci sola, savaşçı sağa ayrılır.","Your hands are bound and the line is long. Smiths go to the left, warriors go to the right."
"ep.ep036.cliffhanger","Noyan mixni cho'ntagiga soladi: Keyinroq. O'sha mix undan o'n ikki yil davomida ajralmaydi.","Noyan çiviyi cebine koyar: Sonra. O çivi on iki yıl boyunca ondan ayrılmayacak.","Noyan slips the nail into his pocket: Later. That nail will stay with him for twelve years."
"ep.ep037.title","O'n ikki million","On iki milyon","Twelve Million"
"ep.ep037.synopsis","O'lpon: o'n ikki million kumush tanga, besh yuz tuya, besh ming qo'y. Har arava obadan bir narsa olib ketadi.","Haraç: on iki milyon gümüş sikke, beş yüz deve ve beş bin koyun. Her araba obadan bir şey götürüyor.","The tribute: twelve million silver coins, five hundred camels, five thousand sheep. Every cart takes something."
"ep.ep037.intro","O'lpon aravalarini o'zingiz sanaysiz; raqamlar haqiqiy va har biri obadan bir narsa ayiradi.","Haraç arabalarını kendiniz sayarsınız; sayılar gerçek ve her biri obadan bir şey eksiltir.","You count the tribute carts yourself; the numbers are real and each one strips the camp of something."
"ep.ep037.cliffhanger","Chopar aytadi: G'arbda bo'sh yer bor. Vizantiya zaif. Kim borsa - o'sha yer o'ziniki bo'ladi.","Haberci der ki: Batıda boş toprak var. Bizans zayıf. Kim giderse o toprak onun olur.","A messenger says: There is empty land in the west. Byzantium is weak. Whoever goes there, keeps it."
"ep.ep038.title","G'arbga","Batıya","Westward"
"ep.ep038.synopsis","Ming ikki yuz kishi qirq kunlik yo'lda g'arbga ko'chadi. Har kuni bir qaror: yo'l, ovqat, kasal yoki nizo.","Bin iki yüz kişi kırk günlük yolda batıya göçer. Her gün bir karar: yol, yiyecek, hasta ya da kavga.","Twelve hundred people march west for forty days. Each day one decision: road, food, the sick, or a quarrel."
"ep.ep038.intro","Butun oba yo'lda. Siz oldida borasiz, kamera ortga chekinadi - karvon ufqqacha cho'zilgan.","Bütün oba yolda. Siz öndesiniz, kamera geri çekilir - kervan ufka kadar uzanıyor.","The whole tribe is on the road. You ride at the head; the column stretches back to the horizon."
"ep.ep038.cliffhanger","Tepalikdan pastga qaraysiz: daraxtlar orasida kichkina bir qishloq turibdi. Uning nomi - Söğüt.","Tepeden aşağı bakarsınız: ağaçların arasında küçük bir köy duruyor. Adı Söğüt.","You look down from the hill: a small village stands among the trees. Its name is Sogut."
"ep.ep039.title","Söğüt","Söğüt","Sogut"
"ep.ep039.synopsis","O'ttiz uyli qishloqda hali vizantiyalik oilalar yashaydi. Quvasizmi, soliqqa qo'yasizmi yoki sherik qilasizmi?","Otuz evlik köyde hala Bizanslı aileler yaşıyor. Onları kovacak, vergilendirecek yoksa ortak mı edeceksiniz?","Byzantine families still live in this village of thirty houses. Drive them out, tax them, or make them partners?"
"ep.ep039.intro","Bo'shab qolgan qishloqda eshik qoqasiz. Ular qo'rqadi - bu yerga oldin ham kelganlar bo'lgan.","Boşalmış köyde kapı çalarsınız. Korkuyorlar - buraya daha önce de gelenler olmuş.","You knock on doors in the near-empty village. They are afraid - others have come here before."
"ep.ep039.cliffhanger","Keksa yunon aytadi: Bu yerga oldin ham kelganlar. Hammasi ketgan. Ertug'rul: Biz ketmaymiz.","Yaşlı bir Rum der ki: Buraya önce de gelenler oldu. Hepsi gitti. Ertuğrul: Biz gitmeyeceğiz.","An old Greek says: Others came here before. All of them left. Ertugrul answers: We will not leave."
"ep.ep040.title","Axiy o'chog'i","Ahi ocağı","The Ahi Hearth"
"ep.ep040.synopsis","Axiy lodjasida sizga so'ramasdan ovqat berishadi. Sababini tushuntirmaydilar - ko'rsatadilar: bir kun ishlaysiz.","Ahi zaviyesinde size sormadan yemek verirler. Sebebini anlatmazlar, gösterirler: bir gün çalışırsınız.","At the Ahi lodge they feed you without asking. They will not explain why - they show you: work one day."
"ep.ep040.intro","Lodjada sizga pul so'ramay ovqat qo'yishadi. Sababini so'raysiz, ular hech narsa demaydi.","Zaviyede para almadan önünüze yemek koyarlar. Sebebini sorarsınız, hiçbir şey demezler.","In the lodge they set food before you and take no money. You ask why; they give no answer."
"ep.ep040.cliffhanger","Axiy ustasi aytadi: Sen davlat qurmoqchisan. Davlat qilichdan emas, bozordan boshlanadi.","Ahi ustası der ki: Sen devlet kurmak istiyorsun. Devlet kılıçtan değil, çarşıdan başlar.","The Ahi master says: You mean to build a state. A state begins not with the sword but with the market."
"ep.ep041.title","Karacahisar","Karacahisar","Karacahisar"
"ep.ep041.synopsis","Karacahisar qamali: podkop, taran, narvon yoki ichkaridan xiyonat. Va savol: qal'a aslida kimniki edi?","Karacahisar kuşatması: lağım, koçbaşı, merdiven ya da içeriden ihanet. Ve bir soru: kale aslında kimindi?","The siege of Karacahisar: sap, ram, ladder, or betrayal from within. And one question: whose castle was it?"
"ep.ep041.intro","Devor ostida toshlarni qo'lingiz bilan tekshirasiz: qaysi tosh bo'sh, qayerda eski ta'mir bor.","Sur dibinde taşları elinizle yoklarsınız: hangi taş boş, nerede eski bir onarım var.","At the foot of the wall you test the stones by hand: which are loose, where the old repairs lie."
"ep.ep041.cliffhanger","Qal'a olindi. Ertug'rul burjda turadi, uzoqda esa bir mo'g'ul chavandozi uni kuzatib turibdi.","Kale alındı. Ertuğrul burçta durur, uzakta ise bir Moğol atlısı onu izliyor.","The castle falls. Ertugrul stands on the tower while far off a Mongol rider watches him."
"ep.ep042.title","O'g'il","Oğul","The Son"
"ep.ep042.synopsis","Uch o'g'il, uch yo'l: jang, siyosat, savdo. Kimni nimaga o'rgatsangiz - kelajakdagi bek o'sha bo'ladi.","Üç oğul, üç ayrı yol: savaş, siyaset ve ticaret. Kimi neye yetiştirirseniz gelecekteki bey de o olacak.","Three sons, three paths: war, politics, trade. Whatever you teach each of them decides the next bey."
"ep.ep042.intro","O'g'lingiz Gunduz endi o'n to'qqiz yoshda. Siz unga o'zingiz yasagan kamonni berasiz. U sizdan kuchli.","Oğlunuz Gündüz artık on dokuz yaşında. Ona kendi yaptığınız yayı verirsiniz. O sizden güçlüdür.","Your son Gunduz is nineteen now. You give him the bow you once made. He is stronger than you."
"ep.ep042.cliffhanger","Xotini shivirlaydi: Yana bir bola bo'ladi. Ertug'rul jim qoladi va uzoq vaqt g'arbga qaraydi.","Karısı fısıldar: Bir çocuk daha olacak. Ertuğrul susar ve uzun uzun batıya bakar.","His wife whispers: There will be another child. Ertugrul says nothing and looks long to the west."
"ep.ep043.title","Vizantiya chegarasi","Bizans sınırı","The Byzantine Frontier"
"ep.ep043.synopsis","Vizantiya kiyimida monastyrga kirasiz. Yunoncha tarjimasiz eshitiladi, xato xulq esa sizni fosh qiladi.","Bizans kıyafetiyle bir manastıra girersiniz. Rumca çevirisiz duyulur, yanlış davranış sizi ele verir.","You enter a monastery in Byzantine dress. The Greek comes untranslated, and one wrong gesture exposes you."
"ep.ep043.intro","Yunon kiyimida monastyr hovlisiga kirasiz; bu yerda hech bir so'z tarjima qilinmaydi.","Rum kıyafetiyle manastır avlusuna girersiniz; burada hiçbir söz çevrilmez.","In Greek clothing you step into the monastery yard; here not one word is translated for you."
"ep.ep043.cliffhanger","Monastyr devorida freska bor: qo'llari mixlangan odam. Ertug'rul unga uzoq vaqt qarab qoladi.","Manastırın duvarında bir fresk var: elleri çivilenmiş bir adam. Ertuğrul uzun uzun bakakalır.","A fresco covers the monastery wall: a man with nailed hands. Ertugrul stares at it a long time."
"ep.ep044.title","Ikkinchi mix","İkinci çivi","The Second Nail"
"ep.ep044.synopsis","O'n ikki yillik quruvchilik bir tunda sinaladi. Noyan darvoza oldida turadi va faqat bitta qo'lni so'raydi.","On iki yıllık emek tek bir gecede sınanır. Noyan kapının önünde durur ve karşılığında sadece bir el ister.","Twelve years of building are tested in one night. Noyan stands at the gate and asks only for one hand."
"ep.ep044.intro","Tinch tong: bozor, bolalar, hunarmandlar. Olti daqiqa hech narsa bo'lmaydi. Keyin ufqda chang.","Sakin bir sabah: çarşı, çocuklar, zanaatkarlar. Altı dakika hiçbir şey olmaz. Sonra ufukta toz.","A quiet morning: the market, children, craftsmen. For six minutes nothing happens. Then dust on the horizon."
"ep.ep044.cliffhanger","Qaysi tanlov bo'lsa ham, Noyan chekinadi: Yaxshi. Endi sen mendan qo'rqasan. Bu - yarim g'alaba.","Hangi kararı verirseniz verin Noyan çekilir: Güzel. Artık benden korkuyorsun. Bu yarım zaferdir.","Whatever you choose, Noyan withdraws: Good. Now you fear me. That is half a victory."
"ep.ep045.title","Hamzaning kechirimi","Hamza'nın affı","Hamza's Forgiveness"
"ep.ep045.synopsis","O'n sakkiz yil oldin sizni sotgan Hamza xarobada yotibdi: qari, ko'r va mo'g'ullar uni tashlab ketgan.","On sekiz yıl önce sizi satan Hamza bir harabede yatıyor: artık yaşlı, kör ve Moğollar onu bırakıp gitmiş.","Hamza, who sold you out eighteen years ago, lies in a ruin: old, blind, and abandoned by the Mongols."
"ep.ep045.intro","Yomg'irda bir xarobaga kirasiz va u yerda bir odamni topasiz. Bu odam - Hamza.","Yağmurda bir harabeye girersiniz ve orada bir adam bulursunuz. Bu adam Hamza'dır.","You step into a ruin in the rain and find a man there. That man is Hamza."
"ep.ep045.cliffhanger","Hamza qaltiragan qo'l bilan xarita chizadi: Noyanning qishki qarorgohi. U yer himoyasiz.","Hamza titreyen eliyle bir harita çizer: Noyan'ın kışlık karargahı. Orası korumasız.","With a shaking hand Hamza draws a map: Noyan's winter camp. The place is undefended."
"ep.ep046.title","Tungi olov","Gece ateşi","Fire in the Night"
"ep.ep046.synopsis","Qirq alp bilan tunda mo'g'ul qishki lageriga sirg'anib kirasiz. Bir kishi fosh bo'lsa - hammasi tugaydi.","Kırk alple gece boyunca Moğol kışlık ordugahına sızarsınız. Tek bir kişi ele verilirse her şey biter.","With forty alps you slip into the Mongol winter camp at night. If a single man is seen, all of it ends."
"ep.ep046.intro","Tunda qor ustida qadam ovozini o'zingiz boshqarasiz. Musiqa yo'q, qirq kishi orqangizda.","Gece karda adım sesinizi kendiniz yönetirsiniz. Müzik yok, kırk kişi arkanızda.","At night you control the rhythm of your own steps on the snow. No music, forty men behind you."
"ep.ep046.cliffhanger","Olov ichida bir soya turadi. U yugurmaydi, qochmaydi - u shunchaki kutib turadi.","Alevlerin içinde bir gölge durur. O koşmaz, kaçmaz - sadece bekler.","A shadow stands in the flames. It does not run, it does not flee - it simply waits."
"ep.ep047.title","Uchinchi mix","Üçüncü çivi","The Third Nail"
"ep.ep047.synopsis","Yonayotgan lager markazida ikkalangiz yolg'iz. Noyan cho'ntagidan o'sha mixni oladi va kaftida ushlaydi.","Yanan ordugahın tam ortasında ikiniz yalnızsınız. Noyan cebinden o çiviyi çıkarır ve avucunda tutar.","Alone at the heart of the burning camp. Noyan takes that nail from his pocket and holds it in his palm."
"ep.ep047.intro","Noyan qilichini yerga sanchadi va mixni ko'rsatadi: Buni o'n ikki yil olib yurdim.","Noyan kılıcını yere saplar ve çiviyi gösterir: Bunu on iki yıl taşıdım.","Noyan drives his sword into the ground and shows the nail: I carried this for twelve years."
"ep.ep047.cliffhanger","Noyan yerda yotibdi, mix uning yonida. Ertug'rul lagerdan chiqadi va tong otyapti.","Noyan yerde yatıyor, çivi yanında. Ertuğrul ordugahtan çıkar ve şafak söküyor.","Noyan lies on the ground with the nail beside him. Ertugrul walks out as dawn breaks."
"ep.ep048.title","Tanga","Sikke","The Coin"
"ep.ep048.synopsis","Söğütda bahor. Qarigan Ertug'rul o'zi qurgan hamma narsani ko'radi va kurultoyda shajarasini aytadi.","Söğüt'te bahar. Yaşlanmış Ertuğrul kurduğu her şeyi tek tek görür ve kurultayda soyunu söylemesi istenir.","Spring in Sogut. The aged Ertugrul walks past all he built and must name his lineage at the kurultay."
"ep.ep048.intro","Sekin yurasiz, kamera pastroq. Har binoga yaqinlashsangiz Safar Daftaringizdan bir jumla chiqadi.","Yavaş yürürsünüz, kamera alçalır. Her yapıya yaklaştığınızda Seyahat Defteri'nizden bir cümle çıkar.","You walk slowly, the camera lower. Near each building a line from your own journal appears on screen."
"ep.ep048.cliffhanger","Ekran qorayadi va tanga zarb qilinadi: Osman bin Ertug'rul bin Gunduz Alp. Uni yosh qo'l ushlab turibdi.","Ekran kararır ve bir sikke basılır: Osman bin Ertuğrul bin Gündüz Alp. Onu genç bir el tutuyor.","The screen darkens and a coin is struck: Osman bin Ertugrul bin Gunduz Alp. A young hand holds it."
"season.s1.title","Sarhad","Serhat","The March"
"season.s2.title","Sulton soyasi","Sultanın gölgesi","Shadow of the Sultan"
"season.s3.title","Qora bulut","Kara bulut","The Black Cloud"
"season.s4.title","So'nggi yurish","Son yürüyüş","The Last March"
