"keys","uz","tr","en"
"chr.haci_bektas.name","Hoji Bektosh Vali","Hacı Bektaş Veli","Haji Bektash Veli"
"chr.darvesh.name","Darvesh","Derviş","Dervish"
"chr.bola.name","Bola","Çocuk","Boy"
"chr.gulbahor.name","Gulbahor Ona","Gülbahar Ana","Mother Gulbahar"
"chr.tekin.name","Tekin Bek","Tekin Bey","Tekin Bey"
"cut.ep021_intro.01","Ikki yuz kishilik han. Va faqat bitta stol.","İki yüz kişilik bir han. Ve tek bir sofra.","An inn built for two hundred. And one table."
"cut.ep021_intro.02","Men bo'shliqni yaxshi ko'raman, bek. U yolg'on gapirmaydi.","Boşluğu severim, Bey. Boşluk yalan söylemez.","I am fond of emptiness, Bey. Emptiness never lies."
"cut.ep021_intro.03","Meni yolg'iz chaqirdingiz. Buning sababini ayting.","Beni buraya yalnız çağırdınız. Bunun sebebini söyleyin.","You called me here alone. Tell me the reason."
"cut.ep021_intro.04","Yolg'iz kelgan odam haqiqatni aytadi, bek. Yolg'iz.","Yalnız gelen adam doğruyu söyler, Bey. Yalnız.","A man who comes alone speaks the truth, Bey."
"cut.ep021_intro.05","Men so'z uchun keldim, savdolashish uchun emas.","Söz için geldim, pazarlık için değil.","I came here for words, not for a bargain."
"cut.ep021_intro.06","Har bir so'z savdo. Narxini keyinroq bilib olasiz.","Her söz bir pazarlıktır. Bedelini sonra öğrenirsiniz.","Every word is a bargain. You learn its price later."
"cut.ep022_intro.01","Ufqda qizil yorug'lik bor, bek. Bu nima?","Ufukta kızıl bir ışık var, Bey. Nedir bu?","There is a red light on the horizon, Bey. What is it?"
"cut.ep022_intro.02","Yong'in. Bu tunda kimningdir qishlog'i yonmoqda.","Yangın. Bu gece birilerinin köyü yanıyor.","Fire. Tonight someone's village is burning down."
"cut.ep022_intro.03","Qanchalik uzoq? Ko'zim bu masofani o'lchay olmayapti.","Ne kadar uzakta? Gözüm bu mesafeyi ölçemiyor.","How far is it? My eye cannot measure that distance."
"cut.ep022_intro.04","Uch kunlik yo'l. Yaxshi ot bilan uch kun.","Üç günlük yol. İyi bir atla tam üç gün.","Three days' ride. Three days on a good horse."
"cut.ep022_intro.05","Unda nega u bu yerdan ko'rinadi, bek? Nega?","Öyleyse neden buradan görünüyor, Bey? Neden?","Then why can we see it from here, Bey? Why?"
"cut.ep022_intro.06","Chunki yonayotgani bitta qishloq emas. Butun chegara yonmoqda.","Çünkü yanan tek bir köy değil. Bütün sınır yanıyor.","Because it is not one village. The whole border burns."
"cut.ep023_intro.01","Devorda bir narsa osilib turibdi, bek. U odam.","Duvarda bir şey asılı duruyor, Bey. O bir adam.","Something hangs upon the wall, Bey. It is a man."
"cut.ep023_intro.02","Sa'd ad-Din Ko'pek. Bir yillik hokimiyat, bir tunlik oxir.","Sadettin Köpek. Bir yıllık iktidar, bir gecelik son.","Sadettin Kopek. A year of power, one night's ending."
"cut.ep023_intro.03","Uni men o'ldirdim, Ertug'rul Bek. Siz kechikdingiz.","Onu ben öldürdüm, Ertuğrul Bey. Siz geç kaldınız.","It was I who killed him, Ertugrul Bey. You came late."
"cut.ep023_intro.04","Men uning o'limi uchun kelmadim. Qog'ozlari uchun keldim.","Onun ölümü için gelmedim. Kâğıtları için geldim.","I did not come for his death. I came for his papers."
"cut.ep023_intro.05","Xonasi yonmoqda. Qog'ozlar kul bo'lmoqda, shoshiling.","Odası yanıyor. Kâğıtlar kül oluyor, acele edin.","His room is burning. The papers turn to ash, hurry."
"cut.ep023_intro.06","Kul ham gapiradi. Faqat uni o'qiy bilish kerak.","Kül de konuşur. Yeter ki okumasını bilesin.","Ash speaks as well. One only needs to read it."
"cut.ep024_intro.01","Bu yerda o'n ikki qorovul bor edi. Endi bittasi ham yo'q.","Burada on iki nöbetçi vardı. Şimdi bir tanesi bile yok.","Twelve guards stood here. Now not even one remains."
"cut.ep024_intro.02","Ular ketdi, bek. Sizni men kutdim, boshqa hech kim emas.","Onlar gitti, Bey. Sizi ben bekledim, başka kimse değil.","They are gone, Bey. I waited for you, no one else."
"cut.ep024_intro.03","Xaritani sen chizding. O'z obangni sotding, Sung'ur.","Haritayı sen çizdin. Kendi obanı sattın, Sungur.","You drew that map. You sold your own camp, Sungur."
"cut.ep024_intro.04","Men sotmadim, bek. Men faqat tirik qolishni tanladim.","Ben satmadım, Bey. Sadece hayatta kalmayı seçtim.","I sold nothing, Bey. I merely chose to stay alive."
"cut.ep024_intro.05","Eshikni yoping. Bek endi hech qayerga shoshilmaydi.","Kapıyı kapatın. Bey artık hiçbir yere acele etmiyor.","Shut the door. The Bey is in no hurry now."
"cut.ep024_intro.06","Olovni ko'taring. Va stolni tozalab qo'ying.","Ateşi harlayın. Ve sofrayı temizleyip hazırlayın.","Build up the fire. And clear the table for me."
"cut.ep025_intro.01","Uch kun. Yoki uch yil. Qor sanoqni yeb qo'ydi.","Üç gün. Ya da üç yıl. Kar sayıyı yuttu.","Three days. Or three years. The snow ate the count."
"cut.ep025_intro.02","Tur, o'g'lim. Yer sovuq, lekin u seni chaqirmadi.","Kalk oğlum. Toprak soğuk, ama seni çağırmadı.","Rise, my son. The earth is cold, but it has not called you."
"cut.ep025_intro.03","Qo'lim yo'q, ota. Men endi qilich ko'tara olmayman.","Elim yok, baba. Artık kılıç kaldıramam.","My hand is gone, father. I can lift no sword now."
"cut.ep025_intro.04","Qilichni qo'l ko'tarmaydi, o'g'lim. Uni niyat ko'taradi.","Kılıcı el kaldırmaz, oğlum. Onu niyet kaldırır.","A hand does not lift the sword, son. Intent lifts it."
"cut.ep025_intro.05","Unda men hali o'lmaganman. Men faqat sinmoqdaman.","Öyleyse ben daha ölmedim. Ben sadece kırılıyorum.","Then I am not dead yet. I am only breaking."
"cut.ep025_intro.06","Sinmoq yo'lning oxiri emas. U yo'lning boshlanishi.","Kırılmak yolun sonu değil. O yolun başlangıcıdır.","Breaking is not the road's end. It is its beginning."
"cut.ep026_intro.01","Uni g'or og'zida topdik, ota. Qorda yotgan edi.","Onu mağaranın ağzında bulduk, baba. Karda yatıyordu.","We found him at the cave mouth, father. Lying in snow."
"cut.ep026_intro.02","O'ng qo'ling bilan olma. U endi senga xizmat qilmaydi.","Sağ elinle alma. O artık sana hizmet etmiyor.","Do not take it with your right hand. It serves you no longer."
"cut.ep026_intro.03","Men uni hali ham o'zimniki deb bilaman, ota.","Ben onu hâlâ kendimden sayıyorum, baba.","I still count that hand as my own, father."
"cut.ep026_intro.04","Bilaver. Lekin piyolani chap qo'ling bilan ol.","Say öyleyse. Ama tası sol elinle al.","Count it so. But take the cup with your left hand."
"cut.ep026_intro.05","Menga achinyapsizmi, ota? Bu rahmingiz keldimi?","Bana acıyor musunuz, baba? Bu merhamet midir?","Do you pity me, father? Is this your mercy?"
"cut.ep026_intro.06","Yo'q. Men senga havas qilyapman, bolam.","Hayır, acımıyorum. Ben sana imreniyorum, evladım.","No. I envy you, my child."
"cut.ep026_intro.07","Ko'pchilik qo'lsiz o'zi kim ekanini hech qachon bilmaydi.","Çoğu insan elsiz kim olduğunu hiçbir zaman bilmez.","Most men never learn who they are without a hand."
"cut.ep027_intro.01","Bayroq boshqa. Lekin bu chodirlar bir vaqtlar meniki edi.","Bayrak başka. Ama bu çadırlar bir zamanlar benimdi.","The banner is different. But these tents were once mine."
"cut.ep027_intro.02","Ona! Ona, bir begona keldi! Qo'li osilib qolgan!","Anne! Anne, bir yabancı geldi! Eli sarkıyor!","Mother! Mother, a stranger has come! His hand hangs limp!"
"cut.ep027_intro.03","Yaqin kelma, yo'lovchi. Bu oba motam tutmoqda.","Yaklaşma, yolcu. Bu oba yas tutuyor.","Come no closer, traveler. This camp is in mourning."
"cut.ep027_intro.04","Kim uchun motam tutasiz, ona? Ismini ayting.","Kimin için yas tutuyorsunuz, ana? Adını söyleyin.","For whom do you mourn, mother? Speak his name."
"cut.ep027_intro.05","Bekimiz uchun. Toshda ismi bor, anavi tepada.","Beyimiz için. Adı taşta yazılı, şu tepede.","For our Bey. His name is on the stone, up there."
"cut.ep027_intro.06","Bek o'ldi, yo'lovchi. Bu oba endi mening qo'limda.","Bey öldü, yolcu. Bu oba artık benim elimde.","The Bey is dead, traveler. This camp is in my hands now."
"cut.ep028_intro.01","Bozor jim. Jim bozor har doim yomon xabar keltiradi.","Çarşı sessiz. Sessiz çarşı her zaman kötü haber getirir.","The market is silent. Silent markets always carry bad news."
"cut.ep028_intro.02","Mato Halabdan keldi, bek. Arzon beraman, foydangizga bo'ladi.","Kumaş Halep'ten geldi bey. Ucuza veririm, kârınıza olur.","This cloth came from Aleppo, bey. Cheap, and to your profit."
"cut.ep028_intro.03","Yengingni tushir, savdogar. Oltin savdoga aralashmaydi.","Yenini indir tüccar. Altın alışverişe karışmaz.","Lower your sleeve, merchant. Gold takes no part in trade."
"cut.ep028_intro.04","Men hech narsa ko'rsatmadim. Siz ham hech narsa ko'rmadingiz.","Ben hiçbir şey göstermedim. Siz de hiçbir şey görmediniz.","I showed you nothing. And you saw nothing at all."
"cut.ep028_intro.05","Turgut! Yo'lni to's. U Sivasga qochmoqchi.","Turgut! Yolu kes. Sivas'a kaçmak istiyor.","Turgut! Cut the road. He means to flee toward Sivas."
"cut.ep028_intro.06","Ortidan boraman, bek. Oltin o'z egasini aytib beradi.","Peşinden gidiyorum bey. Altın sahibini kendi söyler.","I am after him, bey. Gold always names its owner."
"cut.ep029_intro.01","Dasht juda tinch. Bunday tinchlik ham qurol bo'ladi.","Bozkır fazla sakin. Böyle bir sessizlik de silahtır.","The steppe is too quiet. Such quiet is also a weapon."
"cut.ep029_intro.02","Bek, ufqda chang bor. Bir chavandoz... yo'q, o'nta.","Bey, ufukta toz var. Bir atlı... hayır, on atlı.","Bey, dust on the horizon. One rider... no, ten of them."
"cut.ep029_intro.03","Orqamizda ham bor. Chapda ham. Doira yopilyapti.","Arkamızda da varlar. Solda da. Halka kapanıyor.","They are behind us too. And left. The circle is closing."
"cut.ep029_intro.04","Bu ov emas, bu mashq. Ular bizni o'lchashyapti.","Bu av değil, talim. Bizi ölçüyorlar.","This is not a hunt but a drill. They measure us."
"cut.ep029_intro.05","O'qlarni sanang. Har o'q qo'limdan bir tomchi qon.","Okları sayın. Her ok elimden bir damla kan demek.","Count your arrows. Each arrow costs my hand a drop."
"cut.ep029_intro.06","Zaif joy shimolda, bek. U yerdagi otlar charchagan.","Zayıf yer kuzeyde bey. Oradaki atlar yorulmuş.","The weak point lies north, bey. Their horses are spent."
"cut.ep029_intro.07","Quvishmadi. Anavi qo'l ko'tardi, bu salom emas.","Kovalamadılar. Şu adam el kaldırdı, bu selam değil.","They did not pursue. That raised hand is no greeting."
"cut.ep030_intro.01","Devor uch joyda ingichka, bek. Vaqtimiz juda oz.","Sur üç yerde ince bey. Vaktimiz çok az.","The wall is thin in three places, bey. Time is short."
"cut.ep030_intro.02","Tosh og'ir emas. Og'irligi uni kim ko'targanida.","Taş ağır değil. Ağırlığı onu kimin taşıdığındadır.","The stone is not heavy. Its weight is in who carries it."
"cut.ep030_intro.03","Men ham ko'taraman, bek. Menda ikki qo'l bor.","Ben de taşırım bey. Benim iki elim var.","I can carry too, bey. I still have both hands."
"cut.ep030_intro.04","Bir qo'l ham yetadi, bolam. Yurak sanaladi.","Bir el de yeter oğlum. Sayılan yürektir.","One hand is enough, child. It is the heart that counts."
"cut.ep030_intro.05","Ufqda chang, bek. Qamal mashinalarini sudrab kelishyapti.","Ufukta toz var bey. Kuşatma makinelerini sürüklüyorlar.","Dust on the horizon, bey. They drag siege engines behind."
"cut.ep030_intro.06","Ayollar va bolalar ichkariga. Devor bizga qoladi.","Kadınlar ve çocuklar içeri. Sur bize kalır.","Women and children inside. The wall stays with us."
"cut.ep030_intro.07","To'lqin chekindi, lekin ketmadi. Qarang, oq tug'.","Dalga çekildi ama gitmedi. Bakın, ak tuğ.","The wave pulled back but did not leave. Look, white standard."
"cut.ep031_intro.01","O'n uch yil o'tdi. Bu safar mehmon bo'lib kirding.","On üç yıl geçti. Bu kez misafir olarak girdin.","Thirteen years have passed. This time you enter as guest."
"cut.ep031_intro.02","O'sha darvoza. O'sha hovli. Faqat odamlar boshqa.","Aynı kapı. Aynı avlu. Sadece insanlar başka.","The same gate. The same yard. Only the men changed."
"cut.ep031_intro.03","Qo'lingni ko'rsat. Menikida ham o'sha teshik bor.","Elini göster. Benimkinde de aynı delik var.","Show me your hand. Mine carries the very same hole."
"cut.ep031_intro.04","Bek, oq plashga ishonch yo'q. O'sha tun yodingizdami?","Bey, ak pelerine güven olmaz. O geceyi hatırlıyor musunuz?","Bey, no white cloak is trustworthy. Do you recall that night?"
"cut.ep031_intro.05","Qora bulut kelganda soya tanlab o'tirilmaydi, Turgut.","Kara bulut gelince gölge seçilmez, Turgut.","When the black cloud comes, one does not choose shade."
"cut.ep031_intro.06","Mix qo'lni emas, ismni teshadi. Sening isming nima?","Çivi eli değil, ismi deler. Senin ismin nedir?","The nail pierces the name, not the hand. Your name?"
"cut.ep031_intro.07","Ertug'rul. Va bu ism hali tugagani yo'q.","Ertuğrul. Ve bu isim henüz bitmedi.","Ertugrul. And that name is not finished yet."
"cut.ep032_intro.01","Qirq ming chodir. Bu to'da emas, bu davlat.","Kırk bin çadır. Bu bir sürü değil, bu devlet.","Forty thousand tents. This is no horde. This is a state."
"cut.ep032_intro.02","Yorliqni ko'rsating. Ismingiz daftarga yozib qo'yiladi.","Yarlığı gösterin bey. İsminiz deftere yazılacak.","Show your tablet. Your name goes into the ledger."
"cut.ep032_intro.03","Yozing. Men ham ularning hisobida turaverayin.","Yazın. Ben de onların hesabında durayım.","Write it. Let me stand in their reckoning as well."
"cut.ep032_intro.04","Qo'lingni ko'rsat. Yaqinroq kel, men yaxshi ko'raman.","Elini göster. Yaklaş, ben iyi görürüm.","Show me your hand. Come closer, my eyes are sharp."
"cut.ep032_intro.05","Bu mo'g'ul ishi emas. Buni o'z xalqing qilgan.","Bu Moğol işi değil. Bunu kendi halkın yaptı.","This is no Mongol work. Your own people did this."
"cut.ep032_intro.06","Sizlar tez o'ldirasiz. Bu rahm emas, shoshilish.","Siz çabuk öldürürsünüz. Bu merhamet değil, aceledir.","You kill quickly. That is not mercy, only haste."
"cut.ep032_intro.07","Bir yildan keyin Sivasda bo'laman. Men shoqollarni sanayman.","Bir yıl sonra Sivas'ta olacağım. Ben çakalları sayarım.","In one year I will be at Sivas. I count jackals."
"cut.ep033_intro.01","Ular o'ttiz ming. Biz undan olti barobar ko'pmiz.","Onlar otuz bin. Biz ondan altı kat fazlayız.","They are thirty thousand. We are six times their number."
"cut.ep033_intro.02","Amirlar pichirlashyapti, bek. Hammasi qo'lingizga qarayapti.","Beyler fısıldaşıyor bey. Hepsi elinize bakıyor.","The emirs are whispering, bey. They all watch your hand."
"cut.ep033_intro.03","Mayli, qarashsin. Men xaritaga qarayman, ularga emas.","Varsın baksınlar. Ben haritaya bakarım, onlara değil.","Let them look. I watch the map, not their faces."
"cut.ep033_intro.04","Kose Dag' tor. U yerda ko'p qo'shin sig'maydi.","Köse Dağ dardır. Orada kalabalık ordu sığmaz.","Kose Dag is narrow. A great army cannot deploy there."
"cut.ep033_intro.05","Biz ularni sonimiz bilan bosamiz. Kengash tugadi.","Onları sayımızla ezeceğiz. Divan sona ermiştir.","We will crush them with numbers. This council is ended."
"cut.ep033_intro.06","U hech qachon mo'g'ulni o'z ko'zi bilan ko'rmagan.","O hiçbir zaman bir Moğol'u kendi gözüyle görmedi.","He has never seen a Mongol with his own eyes."
"cut.ep033_intro.07","Sonni sanash oson, bek. Qo'rquvni sanash qiyin.","Sayıyı saymak kolay bey. Korkuyu saymak zordur.","Counting numbers is easy, bey. Counting fear is hard."
"cut.ep034_intro.01","Lager jim, bek. Bugun hech kim qo'shiq aytmayapti.","Ordugâh sessiz bey. Bugün kimse türkü söylemiyor.","The camp is silent, bey. No one is singing tonight."
"cut.ep034_intro.02","Bugun so'nggi tinch kun. Ertaga nog'ora uriladi.","Bugün son sakin gün. Yarın davullar vurulacak.","Today is the last quiet day. Tomorrow the drums speak."
"cut.ep034_intro.03","Qilichni charxladim, bek. Bilagingizga bog'lab qo'yaymi?","Kılıcı biledim. Bileğine bağlayayım mı bey?","I sharpened the blade. Shall I bind it to your wrist?"
"cut.ep034_intro.04","Bog'la. Qilich endi qo'ldan emas, niyatdan tushadi.","Bağla. Kılıç artık elden değil, niyetten düşer.","Bind it. A blade now falls from will, not hand."
"cut.ep034_intro.05","Bek, haqingizni halol qiling. Agar men qaytmasam...","Bey, hakkınızı helal edin. Eğer dönmezsem...","Bey, grant me your blessing. If I do not return..."
"cut.ep034_intro.06","Halol bo'lsin, Bamsi. Sen ham mendan haqingni ol.","Helal olsun Bamsı. Sen de hakkını benden al.","It is granted, Bamsi. Take what is yours from me."
"cut.ep034_intro.07","Tong yaqin. Har birimiz bir narsa qoldiramiz.","Şafak yakın. Her birimiz bir şey bırakırız.","Dawn is near. Each of us leaves something behind."
"chr.yakub.name","Yoqub Savdogar","Yakup Tüccar","Yakub the Merchant"
"chr.mongol_chavandoz.name","Mo'g'ul chavandozi","Moğol Süvarisi","Mongol Rider"
"chr.arslan_bek.name","Arslon Bek","Arslan Bey","Arslan Bey"
"chr.tashchi_bola.name","Toshkash bola","Taş Taşıyan Çocuk","Stone-Carrier Boy"
"chr.uygur_kotib.name","Uyg'ur kotibi","Uygur Kâtip","Uyghur Scribe"
"chr.keyhusrev.name","Kayxusrav II","II. Keyhüsrev","Kaykhusraw II"
"chr.emir_sharaf.name","Amir Sharafiddin","Emir Şerafeddin","Emir Sharafeddin"
"chr.mongol_katib.name","Mo'g'ul kotibi","Moğol Kâtibi","Mongol Scribe"
"chr.darugachi.name","Darug'achi","Daruğaçı","Darughachi"
"chr.kosta.name","Keksa Kosta","İhtiyar Kosta","Old Kosta"
"chr.ahi_evren.name","Axiy Evran","Ahi Evran","Ahi Evran"
"chr.abdurrahman.name","Abdurahmon G'oziy","Abdurrahman Gazi","Abdurrahman Gazi"
"cut.ep035_intro.01","Tuman ko'tarilyapti. Safdan ko'z uzmang, alplar.","Sis kalkıyor. Gözünüzü saftan ayırmayın, alplar.","The fog is lifting. Do not leave the line, alps."
"cut.ep035_intro.02","Ro'parada shunchami? Bu qo'shin emas, bir hovuch chang.","Karşıda bu kadar mı? Bu ordu değil, bir avuç toz.","Is that all of them? That is dust, not an army."
"cut.ep035_intro.03","Ular sanashni biladi. Bizni allaqachon sanab bo'lishgan.","Onlar saymayı bilir. Bizi çoktan saymışlar.","They know how to count. They have counted us already."
"cut.ep035_intro.04","Bek, buyruq yo'q. Oldinga yurishga ruxsat berilmadi.","Bey, emir yok. İleri yürümeye izin verilmedi.","Bey, no order has come. We are not to advance."
"cut.ep035_intro.05","Qochsalar quvamiz. G'alaba tuman ortida turibdi.","Kaçarlarsa kovalarız. Zafer sisin ardında bekliyor.","If they run, we chase. Victory waits behind that fog."
"cut.ep035_intro.06","Qochgan bo'ri emas, qochgan bo'lib ko'ringan bo'ri qo'rqinchli.","Kaçan kurt değil, kaçıyor görünen kurt korkunçtur.","Fear not the fleeing wolf, but the wolf feigning flight."
"cut.ep036_intro.01","Hunaring nima? Ayt va navbatni to'xtatma.","Zanaatın ne? Söyle ve sırayı bekletme.","What is your craft? Speak and keep the line moving."
"cut.ep036_intro.02","Odamning qadri qo'lidagi hunar bilan o'lchanmaydi.","Bir insanın kıymeti elindeki zanaatla ölçülmez.","A man's worth is not measured by his trade."
"cut.ep036_intro.03","Bu yerda o'lchanadi. Chapga hayot, o'ngga tuproq.","Burada ölçülür. Sola hayat, sağa toprak.","Here it is. Left means life, right means the ground."
"cut.ep036_intro.04","Men seni qidirdim, bek. Qo'lingdan tanidim.","Seni aradım, bey. Ve elinden tanıdım.","I searched for you, bey. I knew you by your hand."
"cut.ep036_intro.05","Qo'lni yashirdim, nomni emas. Nom yashirilmaydi.","Elimi sakladım, adımı değil. Ad saklanmaz.","I hid my hand, not my name. Names cannot hide."
"cut.ep036_intro.06","Ikkinchi mixni saqladim. Vaqti kelganda qoqaman.","İkinci çiviyi sakladım. Vakti gelince çakarım.","I kept the second nail. I will drive it later."
"cut.ep037_intro.01","Uch yuz o'ttiz olti. Har arava — bir qish.","Üç yüz otuz altı. Her araba bir kış demek.","Three hundred thirty six. Each cart is one winter gone."
"cut.ep037_intro.02","O'n ikki million tanga, besh ming qo'y. Yozildi.","On iki milyon akçe, beş bin koyun. Yazıldı.","Twelve million coins, five thousand sheep. It is written."
"cut.ep037_intro.03","Bek, bu son emas. Bu — obaning qorni.","Bey, bu sayı değil. Bu obanın karnı.","Bey, that is not a number. That is our bread."
"cut.ep037_intro.04","Bilaman. Shuning uchun har arava sanalishi kerak.","Biliyorum. Bu yüzden her araba sayılmalı.","I know. That is why every cart must be counted."
"cut.ep037_intro.05","Qo'ling nogiron ekan. Unda soliging yarim bo'lsin.","Elin sakatmış. Öyleyse vergin yarı olsun.","Your hand is crippled. Then pay only half the tax."
"cut.ep037_intro.06","Yarmi ham og'ir. Lekin men to'liq to'layman.","Yarısı da ağır. Ama ben tamamını öderim.","Half is heavy too. Yet I will pay in full."
"cut.ep038_intro.01","Bir ming ikki yuz jon. Hammasi seni kutyapti.","Bin iki yüz can. Hepsi seni bekliyor.","Twelve hundred souls. Every one of them waits for you."
"cut.ep038_intro.02","Ular meni emas, yo'lni kutishyapti. Yo'l g'arbda.","Beni değil, yolu bekliyorlar. Yol batıda.","They wait for the road, not for me. It runs west."
"cut.ep038_intro.03","Qariyalar ortda qolyapti. Ularni kim ko'tarib boradi?","Yaşlılar geride kalıyor. Onları kim taşıyacak?","The old ones fall behind. Who will carry them onward?"
"cut.ep038_intro.04","Ko'chgan el orqasiga qaramaydi, deyishardi. Yolg'on ekan.","Göçen el geriye bakmaz derlerdi. Yalanmış.","They said a moving tribe never looks back. They lied."
"cut.ep038_intro.05","Bu safar qaraymiz. Va hech kimni qoldirmaymiz.","Bu sefer bakacağız. Ve kimseyi bırakmayacağız.","This time we look back. And we leave no one."
"cut.ep038_intro.06","Qo'ling yana qonayapti. Kechqurun bog'lab qo'yaman.","Elin yine kanıyor. Akşam onu sararım.","Your hand is bleeding again. I will bind it tonight."
"cut.ep038_intro.07","Sakarya ortida yangi tuproq bor. Yurishda davom etamiz.","Sakarya'nın ardında yeni toprak var. Yürümeye devam ediyoruz.","New earth lies beyond the Sakarya. We keep walking."
"cut.ep039_intro.01","O'ttiz uy. O'n oltitasidan hali tutun chiqyapti.","Otuz ev. On altısından hâlâ duman çıkıyor.","Thirty houses. Sixteen of them still have smoke rising."
"cut.ep039_intro.02","Bek, eshiklar ichkaridan berkitilgan. Ular bizdan qo'rqishyapti.","Bey, kapılar içeriden sürgülü. Bizden korkuyorlar.","Bey, the doors are barred from inside. They fear us."
"cut.ep039_intro.03","Bu yerga oldin ham kelganlar bo'lgan. Hammasi ketgan.","Buraya önce de gelenler oldu. Hepsi gitti.","Others came here before you. Every one of them left."
"cut.ep039_intro.04","Biz ketmaymiz, ota. Biz bu yerda qolamiz.","Biz gitmeyeceğiz, baba. Biz burada kalacağız.","We will not leave, old father. We stay here."
"cut.ep039_intro.05","Har kelgan shuni aytgan. Faqat qabrlari qolgan.","Her gelen bunu söyledi. Sadece mezarları kaldı.","Everyone who came said that. Only their graves stayed."
"cut.ep039_intro.06","Unda mixni devorga qoqaman. Devor esda tutsin.","O hâlde çiviyi duvara çakarım. Duvar hatırlasın.","Then I drive a nail into the wall. Let it remember."
"cut.ep040_intro.01","Bek, ovqat berishdi. Na pul, na ismimizni so'rashdi.","Bey, yemek verdiler. Ne para sordular, ne adımızı.","Bey, they fed us. They asked neither coin nor name."
"cut.ep040_intro.02","Bu yerda mehmon so'ramaydi, ostona o'zi beradi.","Burada misafir istemez, eşik kendi verir.","Here a guest does not ask. The threshold itself gives."
"cut.ep040_intro.03","Har berilgan nonning orqasida bir hisob turadi.","Her verilen ekmeğin ardında bir hesap vardır.","Behind every loaf given there stands some reckoning."
"cut.ep040_intro.04","Hisob bor: ertaga bizning o'choqda bir kun ishlaysan.","Hesap var: yarın ocağımızda bir gün çalışacaksın.","There is one: tomorrow you work a day at our forge."
"cut.ep040_intro.05","Qo'lim shikast, usta. Bolg'a menga bo'ysunmaydi.","Elim sakat, usta. Çekiç bana boyun eğmez.","My hand is broken, master. The hammer will not obey."
"cut.ep040_intro.06","Bolg'a kuch emas, ritm so'raydi. Ritmni yurak beradi.","Çekiç güç değil, ritim ister. Ritmi yürek verir.","A hammer asks rhythm, not strength. The heart gives rhythm."
"cut.ep041_intro.01","Bek, devor baland. Narvonlarimiz yetmaydi, o'lchab ko'rdik.","Bey, duvar yüksek. Merdivenlerimiz yetmiyor, ölçtük.","Bey, the wall is high. Our ladders fall short."
"cut.ep041_intro.02","Devorni ko'z bilan emas, kaft bilan o'qiydilar.","Bir duvar gözle değil, avuçla okunur.","A wall is read with the palm, not the eye."
"cut.ep041_intro.03","Mana bu toshlar yangi. Bu yer ta'mirlangan, bek.","Şu taşlar yeni. Burası onarılmış, bey.","These stones are new. This section was repaired, bey."
"cut.ep041_intro.04","Ta'mir — yara izi. Yara esa har doim zaif.","Onarım bir yara izidir. Yara ise hep zayıftır.","A repair is a scar. And scars are always weak."
"cut.ep041_intro.05","Podkopmi, taranmi? Aytsangiz, tunda ish boshlaymiz.","Lağım mı, koç başı mı? Söyleyin, gece başlarız.","Tunnel or ram? Say the word and we start tonight."
"cut.ep041_intro.06","Ikkisi ham. Biri ko'rinsin, ikkinchisi ko'rinmasin.","İkisi de. Biri görünsün, diğeri görünmesin.","Both. Let one be seen, and the other stay hidden."
"chr.savci.name","Savchi Bek","Savcı Bey","Savci Bey"
"chr.osman.name","Usmon","Osman","Osman"
"chr.theodoros.name","Hakim Teodoros","Hekim Theodoros","Physician Theodoros"
"chr.hamza.name","Hamza","Hamza","Hamza"
"cut.ep042_intro.01","Bu kamonni men o'n sakkiz yil oldin yasagandim.","Bu yayı ben on sekiz yıl önce yapmıştım.","I made this bow eighteen years ago, with these hands."
"cut.ep042_intro.02","Ota, qo'ling og'riyaptimi? Yuzingdan bilib turibman.","Baba, elin ağrıyor mu? Yüzünden anlıyorum.","Father, does your hand hurt? I read it on your face."
"cut.ep042_intro.03","Har kuni, o'g'lim. Tongdan tonggacha, uzilmasdan.","Her gün oğul. Şafaktan şafağa, hiç dinmeden.","Every day, son. From dawn to dawn, without pause."
"cut.ep042_intro.04","Nega hech kimga aytmaysan? Biz ham ko'tarardik.","Neden kimseye söylemiyorsun? Biz de taşırdık.","Why tell no one? We would have carried it too."
"cut.ep042_intro.05","Chunki og'riq aytilsa, u ikki bo'lib qaytadi.","Çünkü acı söylenirse, ikiye katlanarak geri döner.","Because pain, once spoken, returns to you doubled."
"cut.ep042_intro.06","Menga ham o'rgat, ota. Men ham ko'tara olaman.","Bana da öğret baba. Ben de taşıyabilirim.","Teach me as well, father. I can carry it too."
"cut.ep042_intro.07","Kamon o'g'ilga o'tdi. Endi qo'ling dam olsin.","Yay oğula geçti. Artık senin elin dinlensin.","The bow has passed to your son. Let your hand rest."
"cut.ep043_intro.01","Bek, bu yerda turkcha gapirmang. Faqat imo qiling.","Bey, burada Türkçe konuşma. Sadece işaretle anlat.","Bey, speak no Turkish here. Use only your hands."
"cut.ep043_intro.02","Kiyim odamni yashiradi, yurish esa uni oshkor qiladi.","Elbise insanı gizler, ama yürüyüş onu ele verir.","Clothing hides a man; his walk gives him away."
"cut.ep043_intro.03","Qo'lingizni bering, birodar. Men bu jarohatni taniyman.","Elinizi verin birader. Ben bu yarayı tanıyorum.","Give me your hand, brother. I know this wound."
